timestamp,height,x_speed,y_speed,z_speed,pitch,roll,yaw,temperature,distance,barometer,flight_time,battery,mp_distance_x,mp_distance_y,mp_distance_z,frame.number,frame.len,frame.protocols,wlan.duration,wlan.ra,wlan.ta,wlan.da,wlan.sa,wlan.bssid,wlan.frag,wlan.seq,llc.type,ip.hdr_len,ip.len,ip.id,ip.flags,ip.ttl,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.seq_raw,tcp.ack_raw,tcp.hdr_len,tcp.flags,tcp.window_size,tcp.options,udp.srcport,udp.dstport,udp.length,data.data,data.len,wlan.fc.type,wlan.fc.subtype,time_since_last_packet,class,mid,x,y,z,vgx,vgy,vgz,templ,temph,tof,h,bat,time,agx,agy,agz,wlan.flags,wlan.fcs,wlan.fcs.status,wlan.qos,wlan.qos.priority,wlan.qos.ack,wlan.ccmp.extiv,wlan.wep.key,radiotap.hdr_length,radiotap.antenna_signal,radiotap.signal_quality,radiotap.channel.flags.ofdm,radiotap.channel.flags.cck,wlan_radio.datarate,wlan_radio.channel,wlan_radio.frequency,wlan_radio.signal_strength (dbm),wlan_radio.Noise level (dbm),wlan_radio.SNR (db),wlan_radio.preamble
28128.6614,70.0,1.0,0.0,0.0,-1,0,0,68.0,79.0,19299.0,12.0,65.0,-12.0,-3.0,82.0,321,229,3.0,44,0,1,0,1,0,0,158,2048.0,20.0,195.0,155.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,175.0,130.0,167,2,8,3.100869,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28128.935505,70.0,0.0,0.0,0.0,-1,0,0,68.0,80.0,19306.0,12.0,65.0,-10.0,-4.0,81.0,321,229,3.0,44,0,1,0,1,0,0,158,2048.0,20.0,195.0,155.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,175.0,130.0,167,2,8,3.100869,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28129.353485,70.0,1.0,0.0,0.0,-1,-2,0,68.0,80.0,19305.0,13.0,65.0,-7.0,-4.0,82.0,335,230,3.0,44,0,1,0,1,0,0,161,2048.0,20.0,196.0,158.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,176.0,125.0,168,2,8,0.027848,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28129.71259,70.0,0.0,0.0,0.0,-1,0,0,68.0,80.0,19306.0,13.0,65.0,-7.0,-4.0,82.0,342,26,0.0,60,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,0.001234,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28129.97682,70.0,0.0,0.0,0.0,-1,0,0,68.0,80.0,19306.0,14.0,65.0,-7.0,-5.0,82.0,342,26,0.0,60,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,0.001234,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28131.6016,80.0,0.0,0.0,0.0,-1,-1,0,68.0,81.0,19306.0,14.0,65.0,-10.0,-9.0,83.0,352,230,3.0,320,0,1,0,1,0,0,196,2048.0,20.0,196.0,192.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,176.0,142.0,168,2,8,2.732904,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28131.866895,80.0,0.0,0.0,0.0,-1,0,0,68.0,81.0,19310.0,15.0,65.0,-19.0,-13.0,82.0,352,230,3.0,320,0,1,0,1,0,0,196,2048.0,20.0,196.0,192.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,176.0,142.0,168,2,8,2.732904,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28132.131200000003,80.0,0.0,0.0,0.0,-1,0,0,68.0,82.0,19311.0,15.0,65.0,-24.0,-18.0,81.0,352,230,3.0,320,0,1,0,1,0,0,196,2048.0,20.0,196.0,192.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,176.0,142.0,168,2,8,2.732904,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28132.55617,80.0,3.0,0.0,0.0,-8,0,0,68.0,83.0,19310.0,16.0,65.0,-22.0,-17.0,83.0,359,26,0.0,60,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,0.337729,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28133.025635,80.0,2.0,0.0,0.0,0,0,0,68.0,82.0,19311.0,16.0,65.0,-10.0,-16.0,85.0,379,75,3.0,44,0,1,0,1,0,0,205,2048.0,20.0,41.0,201.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8899.0,21.0,230.0,13,2,8,0.01296,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28133.574595,80.0,2.0,0.0,0.0,-1,0,0,69.0,83.0,19316.0,17.0,65.0,1.0,-19.0,87.0,383,230,3.0,320,0,1,0,1,0,0,211,2048.0,20.0,196.0,207.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,176.0,124.0,168,2,8,0.51432,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28133.831005,80.0,2.0,0.0,0.0,-1,0,0,69.0,83.0,19305.0,18.0,65.0,12.0,-22.0,89.0,384,230,3.0,320,0,1,0,1,0,0,211,2048.0,20.0,196.0,207.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,176.0,124.0,168,2,8,0.002425,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28134.087575,80.0,2.0,0.0,0.0,-1,0,0,68.0,84.0,19309.0,18.0,65.0,20.0,-27.0,88.0,384,230,3.0,320,0,1,0,1,0,0,211,2048.0,20.0,196.0,207.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,176.0,124.0,168,2,8,0.002425,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28135.647695,80.0,2.0,0.0,0.0,-1,0,0,68.0,84.0,19311.0,19.0,65.0,23.0,-23.0,92.0,401,26,0.0,60,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,2.593243,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28135.905925,80.0,2.0,0.0,0.0,-1,0,0,68.0,84.0,19311.0,19.0,65.0,30.0,-15.0,95.0,401,26,0.0,60,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,2.593243,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28136.177645,80.0,1.0,0.0,0.0,-1,1,0,68.0,83.0,19319.0,20.0,65.0,41.0,-11.0,92.0,401,26,0.0,60,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,2.593243,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28136.64615,80.0,0.0,0.0,0.0,0,-3,0,68.0,82.0,19313.0,20.0,65.0,47.0,14.0,82.0,425,229,3.0,44,0,1,0,1,0,0,246,2048.0,20.0,195.0,242.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,175.0,174.0,167,2,8,0.000294,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28136.89947,80.0,0.0,0.0,0.0,-4,0,0,68.0,83.0,19310.0,21.0,65.0,48.0,11.0,81.0,425,229,3.0,44,0,1,0,1,0,0,246,2048.0,20.0,195.0,242.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,175.0,174.0,167,2,8,0.000294,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28137.164735,80.0,0.0,0.0,0.0,2,0,0,67.0,82.0,19316.0,21.0,65.0,47.0,12.0,83.0,425,229,3.0,44,0,1,0,1,0,0,246,2048.0,20.0,195.0,242.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,175.0,174.0,167,2,8,0.000294,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28139.009375,80.0,0.0,0.0,0.0,-1,0,0,67.0,81.0,19319.0,22.0,65.0,48.0,15.0,80.0,463,233,3.0,44,0,1,0,1,0,0,282,2048.0,20.0,199.0,278.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,179.0,198.0,171,2,8,3.161677,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28139.269935,70.0,-2.0,-1.0,0.0,4,-4,0,68.0,80.0,19312.0,22.0,65.0,53.0,21.0,80.0,463,233,3.0,44,0,1,0,1,0,0,282,2048.0,20.0,199.0,278.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,179.0,198.0,171,2,8,3.161677,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28139.53847,70.0,-3.0,-3.0,0.0,-1,0,0,68.0,81.0,19315.0,23.0,65.0,19.0,-20.0,87.0,463,233,3.0,44,0,1,0,1,0,0,282,2048.0,20.0,199.0,278.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,179.0,198.0,171,2,8,3.161677,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28139.85232,70.0,-2.0,-2.0,0.0,-2,0,0,68.0,80.0,19317.0,23.0,65.0,2.0,-10.0,84.0,469,233,3.0,44,0,1,0,1,0,0,283,2048.0,20.0,199.0,279.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,179.0,197.0,171,2,8,0.034173,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28140.26757,70.0,0.0,-1.0,0.0,-1,0,0,68.0,80.0,19316.0,24.0,65.0,-8.0,-7.0,82.0,484,232,3.0,44,0,1,0,1,0,0,287,2048.0,20.0,198.0,283.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,178.0,163.0,170,2,8,0.088921,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28140.53147,70.0,0.0,0.0,0.0,-3,0,0,69.0,80.0,19321.0,24.0,65.0,-11.0,-5.0,81.0,484,232,3.0,44,0,1,0,1,0,0,287,2048.0,20.0,198.0,283.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,178.0,163.0,170,2,8,0.088921,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28140.794775,70.0,0.0,0.0,0.0,0,0,0,69.0,79.0,19313.0,25.0,65.0,-9.0,-2.0,81.0,484,232,3.0,44,0,1,0,1,0,0,287,2048.0,20.0,198.0,283.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,178.0,163.0,170,2,8,0.088921,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28142.652615,70.0,0.0,0.0,0.0,0,0,0,68.0,80.0,19314.0,25.0,65.0,-7.0,-4.0,82.0,500,26,0.0,60,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,3.188094,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28142.92333,80.0,0.0,0.0,0.0,0,0,0,68.0,81.0,19318.0,26.0,65.0,-8.0,-4.0,83.0,500,26,0.0,60,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,3.188094,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28143.18862,80.0,4.0,0.0,0.0,0,0,0,67.0,80.0,19307.0,27.0,65.0,5.0,-12.0,84.0,500,26,0.0,60,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,3.188094,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28143.546905,70.0,2.0,0.0,0.0,-1,-1,0,67.0,81.0,19319.0,27.0,65.0,22.0,-21.0,82.0,508,26,0.0,60,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,0.079457,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28144.079195,80.0,2.0,0.0,0.0,-1,-1,0,67.0,81.0,19321.0,28.0,65.0,34.0,-22.0,85.0,522,98,0.0,320,3,1,3,1,0,0,425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0.303911,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28144.390465,80.0,2.0,0.0,0.0,-1,-1,0,67.0,80.0,19317.0,28.0,65.0,47.0,-17.0,85.0,524,98,0.0,320,3,1,3,1,0,0,427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0.08854,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28144.653155,70.0,2.0,-1.0,0.0,-1,-1,0,68.0,80.0,19313.0,29.0,65.0,39.0,11.0,80.0,524,98,0.0,320,3,1,3,1,0,0,427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0.08854,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28146.02299,80.0,1.0,-1.0,0.0,2,-1,0,68.0,80.0,19318.0,29.0,65.0,34.0,8.0,78.0,537,230,3.0,320,0,1,0,1,0,0,361,2048.0,20.0,196.0,356.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,176.0,190.0,168,2,8,2.208082,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28146.288415,80.0,0.0,0.0,0.0,0,0,0,68.0,80.0,19325.0,30.0,65.0,29.0,4.0,79.0,537,230,3.0,320,0,1,0,1,0,0,361,2048.0,20.0,196.0,356.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,176.0,190.0,168,2,8,2.208082,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28146.8054,80.0,2.0,0.0,0.0,-1,0,0,67.0,81.0,19322.0,30.0,65.0,29.0,7.0,79.0,547,230,3.0,44,0,1,0,1,0,0,367,2048.0,20.0,196.0,362.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,176.0,186.0,168,2,8,0.503399,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28147.237915,80.0,1.0,0.0,0.0,0,0,0,67.0,81.0,19327.0,31.0,65.0,17.0,9.0,81.0,563,26,0.0,60,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,0.040777,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28147.553375,80.0,1.0,0.0,0.0,0,0,0,67.0,81.0,19327.0,31.0,65.0,4.0,7.0,83.0,567,26,0.0,60,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,0.041112,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28147.82715,80.0,0.0,0.0,0.0,0,-1,0,67.0,80.0,19317.0,32.0,65.0,0.0,8.0,82.0,567,26,0.0,60,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,0.041112,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28148.085515,70.0,0.0,0.0,0.0,0,0,0,68.0,79.0,19320.0,32.0,65.0,0.0,7.0,81.0,567,26,0.0,60,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,0.041112,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28149.91147,70.0,0.0,0.0,0.0,0,0,0,68.0,79.0,19321.0,33.0,65.0,1.0,6.0,81.0,597,86,2.0,44,1,0,1,0,0,0,192,2048.0,20.0,52.0,39388.0,64.0,128.0,6.0,2.0,4.0,54190.0,53.0,2220003350.0,0.0,32.0,2.0,64240.0,1.0,0.0,0.0,0.0,0.0,0,2,8,3.121858,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28150.176535,70.0,0.0,0.0,0.0,0,-1,0,68.0,79.0,19327.0,33.0,65.0,3.0,8.0,81.0,597,86,2.0,44,1,0,1,0,0,0,192,2048.0,20.0,52.0,39388.0,64.0,128.0,6.0,2.0,4.0,54190.0,53.0,2220003350.0,0.0,32.0,2.0,64240.0,1.0,0.0,0.0,0.0,0.0,0,2,8,3.121858,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28150.43955,70.0,0.0,0.0,0.0,-1,-1,0,68.0,79.0,19319.0,34.0,65.0,6.0,14.0,80.0,597,86,2.0,44,1,0,1,0,0,0,192,2048.0,20.0,52.0,39388.0,64.0,128.0,6.0,2.0,4.0,54190.0,53.0,2220003350.0,0.0,32.0,2.0,64240.0,1.0,0.0,0.0,0.0,0.0,0,2,8,3.121858,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28150.93488,70.0,4.0,0.0,0.0,0,0,0,67.0,78.0,19320.0,34.0,65.0,6.0,17.0,79.0,631,26,0.0,60,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,0.003963,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28151.197675000003,70.0,2.0,0.0,0.0,-1,-1,0,67.0,79.0,19321.0,35.0,65.0,-16.0,25.0,77.0,631,26,0.0,60,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,0.003963,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28151.457145,70.0,2.0,0.0,0.0,-1,0,0,68.0,79.0,19325.0,35.0,65.0,-23.0,27.0,79.0,631,26,0.0,60,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,0.003963,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28153.289285,70.0,2.0,0.0,0.0,-2,0,0,68.0,78.0,19318.0,36.0,65.0,-34.0,27.0,79.0,647,230,3.0,44,0,1,0,1,0,0,452,2048.0,20.0,196.0,444.0,0.0,255.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.0,8890.0,176.0,205.0,168,2,8,3.106273,benign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
